versión,cita,cifra,trayectoria,recall@5,coste medio (¢),latencia media (s),llamadas/pregunta
agente_v011_rerun_01,0.8571428571428571,0.9285714285714286,1.0,0.6428571428571429,0.906941624999998,18.715827362549682,3.0
