versión,cita,cifra,trayectoria,recall@5,coste medio (¢),latencia media (s),llamadas/pregunta
agente_v012_rerun_01,0.9285714285714286,1.0,1.0,0.7142857142857143,0.8741129999999989,17.316007650049688,3.25
