id,familia,ticker,latencia_s,coste_usd,llamadas,cita,cifra,trayectoria,recall,error
gjhh-001,extractiva,NVDA,19.77752112499911,0.006392999999999999,2,True,,True,1.0,
gjhh-002,extractiva,MSFT,10.041781166999499,0.005502,1,True,,True,1.0,
gjhh-003,extractiva,AAPL,10.122682541999893,0.00788025,2,True,,True,1.0,
gjhh-004,extractiva,GOOGL,7.723161832998812,0.00500625,1,True,,True,1.0,
gjhh-005,extractiva,META,6.368821916999877,0.0047834999999999996,1,True,,True,1.0,
gjhh-006,extractiva,AMZN,21.210680874999525,0.010356,3,True,,True,1.0,
gjhh-007,numerica,NVDA,9.999246875000608,0.0041617500000000005,2,,True,True,,
gjhh-008,numerica,MSFT,10.668682999999874,0.0038692500000000003,2,,True,True,,
gjhh-009,numerica,AAPL,9.83042262500021,0.003609,2,,True,True,,
gjhh-010,numerica,GOOGL,9.721874208000372,0.00405675,2,,True,True,,
gjhh-011,numerica,META,11.158080917000916,0.003534,2,,True,True,,
gjhh-012,numerica,AMZN,22.63485979199868,0.007086749999999999,4,,True,True,,
gjhh-013,comparativa,NVDA,19.250166457999512,0.0086745,4,True,True,True,1.0,
gjhh-014,comparativa,MSFT,19.929352500001187,0.0108555,4,True,True,True,1.0,
gjhh-015,comparativa,AAPL,21.720094124999378,0.01695525,5,True,True,True,0.0,
gjhh-016,comparativa,GOOGL,20.20647899999858,0.011572500000000001,5,False,False,True,0.0,El agente terminó sin una respuesta estructurada.
gjhh-017,comparativa,META,29.79534437499933,0.017642249999999998,6,True,False,True,0.0,
gjhh-018,comparativa,AAPL,27.304985291000776,0.01762875,8,False,True,True,0.0,
gjhh-019,comparativa,GOOGL,43.71293449999939,0.012552750000000001,4,True,True,True,1.0,
gjhh-020,comparativa,AMZN,27.303021166999315,0.0097305,4,True,True,True,1.0,
