id,familia,ticker,latencia_s,coste_usd,llamadas,cita,cifra,trayectoria,recall,error
gjhh-001,extractiva,NVDA,21.533919917000052,0.007779,2,True,,True,1.0,
gjhh-002,extractiva,MSFT,10.830982749999976,0.00470775,1,True,,True,1.0,
gjhh-003,extractiva,AAPL,13.617096917000026,0.011382,3,True,,True,1.0,
gjhh-004,extractiva,GOOGL,8.83246562499994,0.00615,2,True,,True,1.0,
gjhh-005,extractiva,META,13.184043833000032,0.00468,1,True,,True,1.0,
gjhh-006,extractiva,AMZN,13.504798040999958,0.01011975,3,True,,True,1.0,
gjhh-007,numerica,NVDA,8.92995612499999,0.00380175,2,,True,True,,
gjhh-008,numerica,MSFT,11.435073125000145,0.00385425,2,,True,True,,
gjhh-009,numerica,AAPL,10.54211866699984,0.0038265,2,,True,True,,
gjhh-010,numerica,GOOGL,8.517717791999985,0.00362025,2,,True,True,,
gjhh-011,numerica,META,12.19320208399995,0.00388275,2,,True,True,,
gjhh-012,numerica,AMZN,54.79108770800008,0.007433250000000001,4,,True,True,,
gjhh-013,comparativa,NVDA,9.453158291999898,0.00421875,3,False,True,True,0.0,
gjhh-014,comparativa,MSFT,16.16422283399993,0.00800475,4,False,True,True,1.0,
gjhh-015,comparativa,AAPL,12.81636262500001,0.0051135,3,False,True,True,0.0,
gjhh-016,comparativa,GOOGL,10.749929249999923,0.004722,3,False,True,True,0.0,
gjhh-017,comparativa,META,17.40611720800007,0.009708000000000001,6,False,True,True,0.0,
gjhh-018,comparativa,AAPL,33.772888290999845,0.01311975,5,False,True,True,0.0,
gjhh-019,comparativa,GOOGL,21.11726345800002,0.00537525,3,False,True,True,0.0,
gjhh-020,comparativa,AMZN,16.179880458999833,0.008879999999999999,4,True,True,True,1.0,
