versión,cita,cifra,trayectoria,recall@5,coste medio (¢),latencia media (s),llamadas/pregunta
agente_v011,0.8571428571428571,0.9285714285714286,1.0,0.6428571428571429,0.9959418749999985,20.249399899849777,3.2
