versión,cita,cifra,trayectoria,recall@5,coste medio (¢),latencia media (s),llamadas/pregunta
agente_v002,0.35714285714285715,0.9285714285714286,0.85,0.5714285714285714,0.6414749999999991,14.849250639599905,2.7
