id,familia,ticker,latencia_s,coste_usd,llamadas,cita,cifra,trayectoria,recall,error
gjhh-001,extractiva,NVDA,33.12988800000039,0.00638325,2,True,,True,1.0,
gjhh-002,extractiva,MSFT,20.270854499999587,0.0059445,1,True,,True,1.0,
gjhh-003,extractiva,AAPL,36.09668458299984,0.021546674999999998,6,False,,True,1.0,El agente terminó sin una respuesta estructurada.
gjhh-004,extractiva,GOOGL,10.493622750000213,0.0060479999999999996,2,True,,True,1.0,
gjhh-005,extractiva,META,5.589414499999293,0.004605,1,True,,True,1.0,
gjhh-006,extractiva,AMZN,13.408094290999543,0.01036275,3,True,,True,1.0,
gjhh-007,numerica,NVDA,12.223446500000136,0.003888,2,,True,True,,
gjhh-008,numerica,MSFT,9.00937229200008,0.0035580000000000004,2,,True,True,,
gjhh-009,numerica,AAPL,19.412707208999564,0.004030499999999999,2,,True,True,,
gjhh-010,numerica,GOOGL,16.161661124999227,0.0036127499999999996,2,,True,True,,
gjhh-011,numerica,META,10.279081792000397,0.0036765,2,,True,True,,
gjhh-012,numerica,AMZN,27.971104624999498,0.0077782500000000004,4,,True,True,,
gjhh-013,comparativa,NVDA,16.310977584000284,0.00413625,3,False,True,False,0.0,
gjhh-014,comparativa,MSFT,35.093368875000124,0.0208905,6,False,True,True,1.0,
gjhh-015,comparativa,AAPL,25.99975829199957,0.008850750000000001,4,False,True,True,0.0,
gjhh-016,comparativa,GOOGL,12.613120166999579,0.005583749999999999,3,False,True,False,0.0,
gjhh-017,comparativa,META,18.099045832999764,0.00997725,5,False,False,True,0.0,
gjhh-018,comparativa,AAPL,25.625040249999984,0.009686249999999999,6,False,False,True,0.0,El agente terminó sin una respuesta estructurada.
gjhh-019,comparativa,GOOGL,26.487957374999496,0.009322500000000001,4,False,True,True,1.0,
gjhh-020,comparativa,AMZN,21.04314145799981,0.0052065,3,False,False,False,0.0,
