id,familia,ticker,latencia_s,coste_usd,llamadas,cita,cifra,trayectoria,recall,error
gjhh-001,extractiva,NVDA,19.335363624999445,0.0074325,1,True,,True,1.0,
gjhh-002,extractiva,MSFT,16.283864208999148,0.0063247500000000005,1,True,,True,1.0,
gjhh-003,extractiva,AAPL,16.891316166998877,0.0086175,2,True,,True,1.0,
gjhh-004,extractiva,GOOGL,10.427750875001948,0.00844125,2,True,,True,1.0,
gjhh-005,extractiva,META,6.067580541999632,0.00622425,1,True,,True,1.0,
gjhh-006,extractiva,AMZN,10.60618387499926,0.0079725,2,True,,True,1.0,
gjhh-007,numerica,NVDA,8.582508208000945,0.0044085,1,,True,True,,
gjhh-008,numerica,MSFT,9.056289249998372,0.0060015,2,,True,True,,
gjhh-009,numerica,AAPL,9.776830625000002,0.0061200000000000004,2,,True,True,,
gjhh-010,numerica,GOOGL,10.791285125000286,0.006030000000000001,2,,True,True,,
gjhh-011,numerica,META,7.4671197080024285,0.0037402499999999997,1,,True,True,,
gjhh-012,numerica,AMZN,9.523082124997018,0.00592725,2,,True,True,,
gjhh-013,comparativa,NVDA,25.462902875002328,0.01216575,3,True,True,True,0.0,
gjhh-014,comparativa,MSFT,16.407373833000747,0.012310499999999999,4,True,True,True,1.0,
gjhh-015,comparativa,AAPL,14.920720250000159,0.0108255,4,True,True,True,1.0,
gjhh-016,comparativa,GOOGL,14.746365708000667,0.0105435,4,True,True,True,1.0,
gjhh-017,comparativa,META,14.141238707998127,0.0105225,4,True,True,True,1.0,
gjhh-018,comparativa,AAPL,15.84943316600038,0.01113675,4,True,True,True,1.0,
gjhh-019,comparativa,GOOGL,16.52637145799963,0.01100475,4,True,True,True,1.0,
gjhh-020,comparativa,AMZN,45.5861216250014,0.011289750000000001,4,True,True,True,1.0,
