versión,cita,cifra,trayectoria,recall@5,coste medio (¢),latencia media (s),llamadas/pregunta
agente_v009,0.7857142857142857,0.8571428571428571,1.0,0.7142857142857143,0.916430624999998,17.311229324899976,3.15
