versión,cita,cifra,trayectoria,recall@5,coste medio (¢),latencia media (s),llamadas/pregunta
agente_v001,0.35714285714285715,0.7857142857142857,0.85,0.5714285714285714,0.7754396249999971,19.76591710004982,3.15
