versión,cita,cifra,trayectoria,recall@5,coste medio (¢),latencia media (s),llamadas/pregunta
agente_v007,0.6428571428571429,0.9285714285714286,0.9,0.6428571428571429,0.8600441249999979,17.982322258349996,3.3
