id,familia,ticker,latencia_s,coste_usd,llamadas,cita,cifra,trayectoria,recall,error
gjhh-001,extractiva,NVDA,22.9365431669994,0.007629750000000001,1,True,,True,1.0,
gjhh-002,extractiva,MSFT,11.878674625000713,0.00667575,1,True,,True,1.0,
gjhh-003,extractiva,AAPL,15.212909916999706,0.008472,2,True,,True,1.0,
gjhh-004,extractiva,GOOGL,34.48497270799999,0.00936,2,True,,True,1.0,
gjhh-005,extractiva,META,12.183583250000083,0.007665750000000001,1,False,,True,1.0,
gjhh-006,extractiva,AMZN,32.29062166699987,0.013791749999999998,3,True,,True,1.0,
gjhh-007,numerica,NVDA,6.421813375000056,0.0029805,2,,True,True,,
gjhh-008,numerica,MSFT,9.971973207999326,0.00366675,2,,True,True,,
gjhh-009,numerica,AAPL,15.001842042000135,0.0035865,2,,True,True,,
gjhh-010,numerica,GOOGL,8.48486991700156,0.0035902499999999997,2,,True,True,,
gjhh-011,numerica,META,11.293525499999305,0.0035865000000000003,2,,True,True,,
gjhh-012,numerica,AMZN,15.536001791999297,0.0052515,3,,True,True,,
gjhh-013,comparativa,NVDA,18.862778791999517,0.00979575,4,False,True,True,1.0,
gjhh-014,comparativa,MSFT,11.913421959001425,0.004791,3,False,True,True,0.0,
gjhh-015,comparativa,AAPL,19.542884292000963,0.01017525,4,False,True,True,0.0,
gjhh-016,comparativa,GOOGL,9.082632458999797,0.004302,3,False,True,True,0.0,
gjhh-017,comparativa,META,23.43831570799921,0.0111,6,False,True,True,0.0,
gjhh-018,comparativa,AAPL,37.869078083000204,0.01911525,5,False,False,True,0.0,
gjhh-019,comparativa,GOOGL,23.537082208000356,0.01076625,4,False,True,True,1.0,
gjhh-020,comparativa,AMZN,21.43542745800005,0.01126275,4,False,True,True,1.0,
